game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name
Insurmountable,172.0,74,tbd,/game/pc/insurmountable/critic-reviews,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,58.0,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,85.0,,,,Insurmountable
Assassin's Creed Valhalla: Wrath of the Druids,173.0,74,6.0,/game/pc/assassins-creed-valhalla-wrath-of-the-druids/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,50.0,,,,,,,75.0,,90.0,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,72.0,,,75.0,,,,,,80.0,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,80.0,,,,68.0,85.0,,,AssassinsCreedValhallaWrathoftheDruids
Aeterna Noctis,174.0,74,7.9,/game/pc/aeterna-noctis/critic-reviews,,,,,70.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,60.0,63.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,77.0,,,,,,,,80.0,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,67.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,AeternaNoctis
Far Cry 6,175.0,74,3.6,/game/pc/far-cry-6/critic-reviews,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,60.0,,,70.0,,,,,,70.0,,,65.0,,,,,,70.0,77.0,65.0,,,,75.0,,,,86.0,,,,,,85.0,,85.0,,,,,,,,,,,70.0,,,,,,,,80.0,,,,,,80.0,,,,80.0,,70.0,,80.0,,,75.0,80.0,80.0,70.0,,,,,,,,,,,70.0,64.0,,,,80.0,40.0,,,,78.0,45.0,,,94.0,,,,,,,,90.0,,,,,,,,,74.0,,,,81.0,,,,FarCry6
Lost Words: Beyond the Page,176.0,74,8.2,/game/pc/lost-words-beyond-the-page/critic-reviews,79.0,60.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,70.0,,,,,,,,,80.0,,,60.0,80.0,,,,,,,,,,70.0,,,,,,,,,,,,70.0,,,,,,,70.0,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,70.0,,,,,80.0,,,,LostWordsBeyondthePage
Toodee and Topdee,177.0,74,8.6,/game/pc/toodee-and-topdee/critic-reviews,,,,,,,,,,,,,,,,,,,,,,80.0,,,80.0,,,70.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,80.0,,,,,,,,,,ToodeeandTopdee
Cris Tales,178.0,74,7.9,/game/pc/cris-tales/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,80.0,87.0,,,,,,,,78.0,,,,,,,90.0,,,,70.0,,,80.0,,,80.0,,60.0,,,,,80.0,,,,,,,,,80.0,,80.0,,,,,55.0,70.0,,,,,,,,,,75.0,,,60.0,,,,,,,,70.0,65.0,85.0,,,,57.0,,,,,80.0,,,,,,,70.0,,71.0,,,,80.0,,,,,,73.0,,,,,,,,,,90.0,80.0,,,60.0,,,,,,,75.0,,,,,,,,CrisTales
Unplugged (Vertigo Games),179.0,74,tbd,/game/pc/unplugged-vertigo-games/critic-reviews,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,80.0,,80.0,,,,73.0,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,70.0,,,,86.0,,,,,,,,,,,,,,83.0,,,,,,,67.0,,,,Unplugged(VertigoGames)
WRC 10 FIA World Rally Championship,180.0,74,4.3,/game/pc/wrc-10-fia-world-rally-championship/critic-reviews,,,,,,,,,,,,80.0,,,,,,,,,,70.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,73.0,,,79.0,,70.0,80.0,,,,,,,,,,,,,,,,,,70.0,,80.0,,,,,,79.0,,,,,,,80.0,,,,,,,,,,,,,70.0,,72.0,,,,,,70.0,,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WRC10FIAWorldRallyChampionship
Samurai Warriors 5,181.0,74,7.6,/game/pc/samurai-warriors-5/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,70.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,,,,,,,,,,,70.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,SamuraiWarriors5
Narita Boy,182.0,74,7.2,/game/pc/narita-boy/critic-reviews,,,,,,,,76.0,,,,65.0,,,,70.0,,,,,,,,,,,,,,,,60.0,80.0,,,,,,,,,,,,,,,,65.0,,80.0,60.0,,,,,,,,,,,,,,,,,,,,74.0,,,,80.0,,60.0,,,89.0,,60.0,,,,,,,,,,80.0,75.0,,,,,78.0,,,80.0,,,,88.0,,,,70.0,,90.0,,,,,,,,,,,,80.0,,,,,70.0,,,,,,,,,85.0,80.0,,,,90.0,,73.0,,,,,,,80.0,,,,,,,,,,,NaritaBoy
Nebuchadnezzar,183.0,73,5.7,/game/pc/nebuchadnezzar/critic-reviews,80.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,80.0,,,,,,,,,,,,,,,74.0,70.0,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebuchadnezzar
Wasteland 3: The Battle of Steeltown,184.0,73,7.5,/game/pc/wasteland-3-the-battle-of-steeltown/critic-reviews,,,,,,,,,,,,70.0,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,70.0,,,,,,,,,,,,,80.0,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,80.0,,,,80.0,,,,Wasteland3TheBattleofSteeltown
No Longer Home,185.0,73,tbd,/game/pc/no-longer-home/critic-reviews,,,,,,,,,,,95.0,,,60.0,,,,,,,,,,,,,,,,,,70.0,,,,,,80.0,,,,,,,,,,,70.0,,,,,,,,,,,,90.0,,70.0,,,,,,,,,,,75.0,,,,,,70.0,,,,,,,,,,72.0,,,,75.0,,,,,,,,,72.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NoLongerHome
Tribes of Midgard,186.0,73,7.9,/game/pc/tribes-of-midgard/critic-reviews,,,,,,,70.0,,,,,,,84.0,,,,,,,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,60.0,,,,,,70.0,,,,,,,72.0,,,,,,,,,,,,,,,85.0,70.0,75.0,90.0,75.0,,,,70.0,,,70.0,,,,,,,,,,60.0,,,,,,,75.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,70.0,,,,,,,,,80.0,,,,,,,,,,,,,,,TribesofMidgard
Watch Dogs: Legion - Bloodline,187.0,73,7.9,/game/pc/watch-dogs-legion---bloodline/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,70.0,,,91.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,50.0,,,,,,,,,,,,,,70.0,75.0,,,,WatchDogsLegionBloodline
Medieval Dynasty,188.0,73,7.3,/game/pc/medieval-dynasty/critic-reviews,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,74.0,,,75.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,70.0,,,,,,75.0,,,,74.0,60.0,80.0,,,,,,,,,,,,78.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,MedievalDynasty
Minute of Islands,189.0,73,7.0,/game/pc/minute-of-islands/critic-reviews,84.0,100.0,,,,,,,,,,65.0,,70.0,,90.0,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,70.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,MinuteofIslands
The Ascent,190.0,73,7.8,/game/pc/the-ascent/critic-reviews,,,,,,,,64.0,,,,,,92.0,,90.0,50.0,,,,,,,,,,,,,,,60.0,80.0,,,,,,,,,73.0,,,,79.0,,,,,,,,,,60.0,64.0,,60.0,80.0,,,,85.0,,76.0,,,,,,,,80.0,90.0,70.0,60.0,,,,,,70.0,,60.0,85.0,80.0,70.0,,90.0,,,80.0,,,,,,67.0,70.0,90.0,,74.0,,,75.0,60.0,71.0,55.0,84.0,70.0,85.0,70.0,,,,,,,,58.0,,,79.0,,,,,90.0,,,70.0,,72.0,,80.0,,84.0,70.0,,,,,80.0,,,,60.0,,80.0,80.0,70.0,,,,,,,,,,,TheAscent
Oddworld: Soulstorm,191.0,73,6.3,/game/pc/oddworld-soulstorm/critic-reviews,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,70.0,,,,60.0,,,70.0,,,,,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,88.0,,,,,,,,,,,75.0,,,,75.0,,,,,65.0,70.0,85.0,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,OddworldSoulstorm
Outriders,192.0,73,5.7,/game/pc/outriders/critic-reviews,,,,,,,60.0,,,,,75.0,,,,,,,50.0,,,,,,,,,,,,,70.0,,,,,,,,,,90.0,80.0,80.0,,,,,,50.0,,,70.0,,,80.0,83.0,,,,,,,,,,,,,70.0,,,,80.0,80.0,,,,,,,,,,,,,,,,,,75.0,,,,55.0,,,,,75.0,70.0,,75.0,75.0,,,,63.0,60.0,75.0,70.0,60.0,,,75.0,,,,,,,80.0,72.0,,,,,,,,,,,,,82.0,,,,,70.0,,,,,,,,,,,,75.0,,,,68.0,,,,Outriders
Tandem: A Tale of Shadows,193.0,73,tbd,/game/pc/tandem-a-tale-of-shadows/critic-reviews,,70.0,,,,,,,,,,,,70.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,40.0,,,,,,,,,,,80.0,,,,,,70.0,,70.0,,85.0,,,,,,,,78.0,,,,,,,,,,,,,,,,80.0,60.0,,,,,70.0,,,,,,,,,,,,,,,,90.0,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,TandemATaleofShadows
Killsquad,194.0,73,7.0,/game/pc/killsquad/critic-reviews,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,75.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,Killsquad
Encased: a sci-fi post-apocalyptic RPG,195.0,73,7.7,/game/pc/encased-a-sci-fi-post-apocalyptic-rpg/critic-reviews,,,,,,,,,,,,85.0,,80.0,,,,,60.0,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,63.0,,,,,,,,70.0,70.0,,76.0,,,70.0,,,,,,,80.0,,,,,,,,,,,,,80.0,,,,,,77.0,,,,,,,70.0,,,,,,,,,,,,,74.0,,,,,,90.0,,,,,,,,,,,,83.0,53.0,,,,,,,,,,,,,75.0,,,,,,,65.0,,,,,,,,,,77.0,,,,,,,,EncasedascifipostapocalypticRPG
Sniper Ghost Warrior Contracts 2,196.0,73,7.1,/game/pc/sniper-ghost-warrior-contracts-2/critic-reviews,71.0,,,,75.0,,,,,,,80.0,,75.0,,,,,,,,,,,84.0,,,,,,,,,65.0,,,,,,75.0,,,,,,,,,75.0,80.0,70.0,,,,,,75.0,,,,,,,,,,,,,,,,,75.0,60.0,,,,,,,,60.0,,,,,,,,,,80.0,,,,,,,,,,,,,,60.0,70.0,,80.0,,70.0,,,,,,,,,,,,90.0,,,,,,,,,75.0,,,,,,,,,,70.0,,,,,,,,,,,,70.0,,,,,,,,SniperGhostWarriorContracts2
The Dark Pictures Anthology: House of Ashes,197.0,73,7.9,/game/pc/the-dark-pictures-anthology-house-of-ashes/critic-reviews,,80.0,,,,,,,,,,,85.0,,,30.0,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,78.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,60.0,,,,,,,,,,,75.0,,,70.0,,,,,,,75.0,,,,,,,80.0,60.0,80.0,,,,,,,,,,,,,72.0,,,,80.0,,,20.0,,,,,,,,,,,80.0,,79.0,,,,,,,,,,90.0,,,,,,,,TheDarkPicturesAnthologyHouseofAshes
Behind the Frame: The Finest Scenery,198.0,73,8.3,/game/pc/behind-the-frame-the-finest-scenery/critic-reviews,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,70.0,,,,,,,,70.0,,,,,,,,,,,,,80.0,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,BehindtheFrameTheFinestScenery
Mundaun,199.0,72,6.8,/game/pc/mundaun/critic-reviews,,80.0,,,,,,,,,,,50.0,68.0,,,,,,,,,,,,,,,,,,70.0,,,,,75.0,,,,,78.0,,,,,,,,,,,,,,80.0,,,50.0,,,,,,90.0,,,,,,83.0,,70.0,,,,,70.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,90.0,,60.0,85.0,,,,,,,,,79.0,,,,,,,,70.0,,,70.0,,,,,,,80.0,,,,70.0,,,,,,,,,70.0,,70.0,,,,,,,,,Mundaun
Cozy Grove,200.0,72,5.9,/game/pc/cozy-grove/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,80.0,,,,,,,,,,,,,,,70.0,,,,,,,,,65.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,CozyGrove
Backbone,201.0,72,6.8,/game/pc/backbone/critic-reviews,65.0,80.0,,,,,80.0,,,,,75.0,,90.0,,70.0,,70.0,,,,,70.0,,,,,,,,,70.0,70.0,,,,,70.0,,,,,,,,,,,85.0,,60.0,,,,60.0,,,,,,,,,,,,,,,,,,,65.0,80.0,90.0,60.0,80.0,,60.0,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,60.0,75.0,,,75.0,,,,,,,,,78.0,,,65.0,,,,100.0,60.0,,,,85.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,65.0,,,,Backbone
TOHU,202.0,72,6.8,/game/pc/tohu/critic-reviews,,80.0,,,,,,,,,,65.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,100.0,70.0,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,80.0,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOHU
Disciples: Liberation,203.0,72,4.4,/game/pc/disciples-liberation/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,75.0,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,70.0,,,,,,75.0,,,,,,,86.0,,,,80.0,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,DisciplesLiberation
Before We Leave,204.0,72,7.3,/game/pc/before-we-leave/critic-reviews,,,,60.0,,,,,,,,,75.0,,,,,,,,80.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,75.0,,,,80.0,,,,70.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,65.0,70.0,80.0,,,,70.0,,,,,,,55.0,,,,71.0,,,,,,,,,,,,,,,,,,50.0,,80.0,,,,,,,,86.0,70.0,,,70.0,,,,,,,,,,,,,,,80.0,,,,,,BeforeWeLeave
Greak: Memories of Azur,205.0,72,7.2,/game/pc/greak-memories-of-azur/critic-reviews,,,,,,,,,,,,60.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,70.0,,,80.0,,,,,,,,,,,,75.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GreakMemoriesofAzur
Hextech Mayhem: A League of Legends Story,206.0,72,7.3,/game/pc/hextech-mayhem-a-league-of-legends-story/critic-reviews,,,,,,,,,,,,,,71.0,,,,,,,,,80.0,80.0,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,70.0,,,,,,,,,,,,,70.0,,,,,80.0,,,,,,,,,,,,,63.0,,,,50.0,,,,,,,,,,77.0,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,HextechMayhemALeagueofLegendsStory
Immortals Fenyx Rising: The Lost Gods,207.0,72,2.9,/game/pc/immortals-fenyx-rising-the-lost-gods/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,75.0,,,,55.0,,,,ImmortalsFenyxRisingTheLostGods
Endzone: A World Apart,208.0,72,7.0,/game/pc/endzone-a-world-apart/critic-reviews,76.0,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,80.0,,,79.0,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EndzoneAWorldApart
Immortals Fenyx Rising: A New God,209.0,72,3.3,/game/pc/immortals-fenyx-rising-a-new-god/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,,60.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,75.0,,,,70.0,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,73.0,,,,,,,,ImmortalsFenyxRisingANewGod
Gamedec,210.0,72,6.9,/game/pc/gamedec/critic-reviews,,,,,,,,,,,90.0,90.0,,70.0,,60.0,,,,,,,,,,,,,,,,,70.0,55.0,,,,,,75.0,,,,,,62.0,,,,,60.0,,,,,,84.0,,,80.0,,,,,,77.0,70.0,,,,,,,60.0,,,,,,70.0,,,,,,78.0,,,,88.0,,,,90.0,,,,,,65.0,,,70.0,,,67.0,,,,58.0,,50.0,,,80.0,,,,,,83.0,,60.0,85.0,64.0,,,,80.0,,,,,,,,,82.0,60.0,,,,,,,,,,,,,,,,,,,,80.0,,,,Gamedec
Call of Duty: Vanguard,211.0,72,3.3,/game/pc/call-of-duty-vanguard/critic-reviews,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,70.0,,,,,90.0,,,,,,80.0,,,55.0,63.0,75.0,,,,,,,,,,82.0,,,,,,,,,82.0,,,,,100.0,,,90.0,,,60.0,,60.0,,,,,,,,,,,,,,,,,50.0,65.0,,,,,,70.0,,75.0,,80.0,70.0,,60.0,80.0,70.0,80.0,,,,,,,,,,,,63.0,,,,80.0,,,,,76.0,,,,80.0,,,,,,,,,60.0,,,60.0,,,,,,,,,75.0,,,,CallofDutyVanguard
Turnip Boy Commits Tax Evasion,212.0,72,6.4,/game/pc/turnip-boy-commits-tax-evasion/critic-reviews,,,,,,,70.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,60.0,,,,,,,,,,,,,,,85.0,,,,,,70.0,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,73.0,,,,,,,,70.0,,,,,,60.0,,,80.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TurnipBoyCommitsTaxEvasion
Rogue Lords,213.0,72,4.2,/game/pc/rogue-lords/critic-reviews,,,,,,,,,,,,,,78.0,,70.0,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,60.0,80.0,,,,,,,,,,,,,,,,,,,,45.0,,,,,,80.0,,87.0,,,90.0,,,,,,,,75.0,77.0,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RogueLords
El Shaddai ASCENSION OF THE METATRON,214.0,71,tbd,/game/pc/el-shaddai-ascension-of-the-metatron/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ElShaddaiASCENSIONOFTHEMETATRON
Mighty Goose,215.0,71,7.4,/game/pc/mighty-goose/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,80.0,,,,,,,,,,,,,,,,30.0,,,,,80.0,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,MightyGoose
Ninja Gaiden: Master Collection,216.0,71,4.3,/game/pc/ninja-gaiden-master-collection/critic-reviews,,,,,,,,,,,,80.0,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,70.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,70.0,,70.0,,,,,,,,,,65.0,65.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,NinjaGaidenMasterCollection
Mutropolis,217.0,71,7.9,/game/pc/mutropolis/critic-reviews,75.0,90.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,60.0,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,,,,,,,60.0,,,,,,,,,Mutropolis
The Longest Road on Earth,218.0,71,5.8,/game/pc/the-longest-road-on-earth/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,70.0,,,,,60.0,,,,,,,,,70.0,,,,90.0,,,,,,,,,,,TheLongestRoadonEarth
Operation: Tango,219.0,71,7.8,/game/pc/operation-tango/critic-reviews,,80.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,70.0,60.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,OperationTango
